username,id,count,follow_by1,follow_by2,follow_by3,follow_by4,total_follow_by,iteration
adam3us,"213236426	",66,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,TheCryptoDog,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,punk6529,jackmallers,gladstein,natbrunell,Scaramucci","ethereumJoseph,roasbeef,morcosa,VinnyLingham,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","DavidSacks,kyletorpey,msantoriESQ,AaronvanW,TheStalwart","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,TheCryptoDog,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,punk6529,jackmallers,gladstein,natbrunell,Scaramucci,ethereumJoseph,roasbeef,morcosa,VinnyLingham,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,TheStalwart",2
rogerkver,"176758255	",54,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jespow,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,cryptomanran,CoinDesk,binance,FEhrsam,zhusu","pmarca,CathieDWood,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,cdixon,natbrunell,Scaramucci","ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,mikejcasey,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,msantoriESQ,haydenzadams","cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jespow,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,cryptomanran,CoinDesk,binance,FEhrsam,zhusu,pmarca,CathieDWood,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,cdixon,natbrunell,Scaramucci,ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,mikejcasey,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,msantoriESQ,haydenzadams",2
starkness,"2189541	",72,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,lopp,adam3us,AriDavidPaul,jerallaire,FrancisSuarez,davidmarcus,nlw,punk6529,jackmallers,gladstein,cdixon,fredwilson,natbrunell,Scaramucci","jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,pwuille,AaronvanW,TheStalwart,jessewldn,haydenzadams","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,lopp,adam3us,AriDavidPaul,jerallaire,FrancisSuarez,davidmarcus,nlw,punk6529,jackmallers,gladstein,cdixon,fredwilson,natbrunell,Scaramucci,jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,pwuille,AaronvanW,TheStalwart,jessewldn,haydenzadams",2
aantonop,"1469101279	",67,"APompliano,novogratz,BarrySilbert,tyler,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,starkness,AriDavidPaul,jerallaire,davidmarcus,nlw,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell","jerrybrito,ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,bhorowitz,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn,haydenzadams","APompliano,novogratz,BarrySilbert,tyler,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,starkness,AriDavidPaul,jerallaire,davidmarcus,nlw,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell,jerrybrito,ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,bhorowitz,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn,haydenzadams",2
AriDavidPaul,"847882255540342784	",65,"APompliano,novogratz,tyler,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,danheld,zhusu","CathieDWood,PeterMcCormack,lopp,starkness,jerallaire,brucefenton,davidmarcus,nlw,punk6529,jackmallers,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,Scaramucci","jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn","APompliano,novogratz,tyler,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,danheld,zhusu,CathieDWood,PeterMcCormack,lopp,starkness,jerallaire,brucefenton,davidmarcus,nlw,punk6529,jackmallers,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,Scaramucci,jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn",2
Snowden,"2916305152	",51,"APompliano,novogratz,VitalikButerin,tyler,balajis,jack,saylor,jespow,cameron,chamath,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,rogerkver,AriDavidPaul,nlw,gladstein,jchervinsky,fredwilson,natbrunell","ethereumJoseph,morcosa,VinnyLingham,muneeb,valkenburgh,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill","cburniske,kyletorpey,msantoriESQ,AaronvanW","APompliano,novogratz,VitalikButerin,tyler,balajis,jack,saylor,jespow,cameron,chamath,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,rogerkver,AriDavidPaul,nlw,gladstein,jchervinsky,fredwilson,natbrunell,ethereumJoseph,morcosa,VinnyLingham,muneeb,valkenburgh,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,cburniske,kyletorpey,msantoriESQ,AaronvanW",2
jerallaire,"2478756618	",62,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,balajis,saylor,jespow,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","PeterMcCormack,Blockstream,rogerkver,AriDavidPaul,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jgarzik,punk6529,jchervinsky,cdixon,BrianBrooksUS,Scaramucci","jerrybrito,ethereumJoseph,katie_haun,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,haydenzadams","cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,balajis,saylor,jespow,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,PeterMcCormack,Blockstream,rogerkver,AriDavidPaul,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jgarzik,punk6529,jchervinsky,cdixon,BrianBrooksUS,Scaramucci,jerrybrito,ethereumJoseph,katie_haun,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,haydenzadams",2
Excellion,"14654494	",56,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,BitcoinMagazine,laurashin,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,AriDavidPaul,jerallaire,brucefenton,nlw,jackmallers,gladstein,natbrunell","ethereumJoseph,roasbeef,morcosa,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","kyletorpey,msantoriESQ,jillrgunter,AaronvanW","cz_binance,APompliano,novogratz,tyler,SBF_FTX,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,BitcoinMagazine,laurashin,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,AriDavidPaul,jerallaire,brucefenton,nlw,jackmallers,gladstein,natbrunell,ethereumJoseph,roasbeef,morcosa,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,kyletorpey,msantoriESQ,jillrgunter,AaronvanW",2
FrancisSuarez,"617602505	",46,"cz_binance,APompliano,VitalikButerin,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,chamath,RaoulGMI,CaitlinLong_,Cointelegraph,twobitidiot,BitcoinMagazine,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld","pmarca,PeterMcCormack,rogerkver,jerallaire,brucefenton,davidmarcus,nlw,jackmallers,cdixon,natbrunell,Scaramucci","morcosa,VinnyLingham,muneeb,fintechfrank,bendavenport,bhorowitz,austinhill,DTAPCAP","DavidSacks,kyletorpey","cz_binance,APompliano,VitalikButerin,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,chamath,RaoulGMI,CaitlinLong_,Cointelegraph,twobitidiot,BitcoinMagazine,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,pmarca,PeterMcCormack,rogerkver,jerallaire,brucefenton,davidmarcus,nlw,jackmallers,cdixon,natbrunell,Scaramucci,morcosa,VinnyLingham,muneeb,fintechfrank,bendavenport,bhorowitz,austinhill,DTAPCAP,DavidSacks,kyletorpey",2
brucefenton,"19132398	",63,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu","pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,nlw,jgarzik,jackmallers,gladstein,cdixon,natbrunell","jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,kyletorpey,msantoriESQ,AaronvanW","cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu,pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,nlw,jgarzik,jackmallers,gladstein,cdixon,natbrunell,jerrybrito,ethereumJoseph,katie_haun,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,kyletorpey,msantoriESQ,AaronvanW",2
davidmarcus,"1237411	",58,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,SatoshiLite,chamath,NeerajKA,CaitlinLong_,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,laurashin,nic__carter,cryptomanran,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,CathieDWood,LynAldenContact,PeterMcCormack,lopp,rogerkver,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,nlw,jchervinsky,cdixon,fredwilson,Scaramucci","ethereumJoseph,katie_haun,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,NickSzabo4,bendavenport,mikejcasey,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,SatoshiLite,chamath,NeerajKA,CaitlinLong_,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,laurashin,nic__carter,cryptomanran,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,CathieDWood,LynAldenContact,PeterMcCormack,lopp,rogerkver,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,nlw,jchervinsky,cdixon,fredwilson,Scaramucci,ethereumJoseph,katie_haun,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,NickSzabo4,bendavenport,mikejcasey,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,jessewldn",2
nlw,"14521044	",57,"APompliano,novogratz,BarrySilbert,SBF_FTX,saylor,jespow,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,CryptoHayes,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu","pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,HesterPeirce,gladstein,jchervinsky,cdixon,natbrunell","ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP","cburniske,kyletorpey,jillrgunter,AaronvanW,TheStalwart,jessewldn","APompliano,novogratz,BarrySilbert,SBF_FTX,saylor,jespow,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,CryptoHayes,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu,pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,HesterPeirce,gladstein,jchervinsky,cdixon,natbrunell,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP,cburniske,kyletorpey,jillrgunter,AaronvanW,TheStalwart,jessewldn",2
HesterPeirce,"613649581	",53,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,balajis,saylor,jespow,cameron,NeerajKA,CaitlinLong_,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,TuurDemeester,PeterMcCormack,lopp,jerallaire,FrancisSuarez,brucefenton,nlw,punk6529,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,Scaramucci","jerrybrito,ethereumJoseph,katie_haun,VinnyLingham,muneeb,CremeDeLaCrypto,bendavenport,mikejcasey","cburniske,msantoriESQ,AaronvanW,TheStalwart,jessewldn,haydenzadams","cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,balajis,saylor,jespow,cameron,NeerajKA,CaitlinLong_,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,TuurDemeester,PeterMcCormack,lopp,jerallaire,FrancisSuarez,brucefenton,nlw,punk6529,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,Scaramucci,jerrybrito,ethereumJoseph,katie_haun,VinnyLingham,muneeb,CremeDeLaCrypto,bendavenport,mikejcasey,cburniske,msantoriESQ,AaronvanW,TheStalwart,jessewldn,haydenzadams",2
jgarzik,"94274445	",54,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jespow,cameron,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,zhusu","pmarca,CathieDWood,PeterMcCormack,rogerkver,AriDavidPaul,jerallaire,brucefenton,nlw,punk6529,jackmallers,jchervinsky,cdixon","jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,fintechfrank,CremeDeLaCrypto,valkenburgh,mikejcasey,austinhill","cburniske,DavidSacks,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn","cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jespow,cameron,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,zhusu,pmarca,CathieDWood,PeterMcCormack,rogerkver,AriDavidPaul,jerallaire,brucefenton,nlw,punk6529,jackmallers,jchervinsky,cdixon,jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,fintechfrank,CremeDeLaCrypto,valkenburgh,mikejcasey,austinhill,cburniske,DavidSacks,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn",2
punk6529,"1388487332093997057	",50,"APompliano,novogratz,tyler,brian_armstrong,balajis,jespow,cameron,NeerajKA,RaoulGMI,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,danheld,zhusu","pmarca,PeterMcCormack,jerallaire,brucefenton,nlw,jgarzik,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,Scaramucci","jerrybrito,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,bhorowitz,DTAPCAP","jillrgunter,TheStalwart,jessewldn","APompliano,novogratz,tyler,brian_armstrong,balajis,jespow,cameron,NeerajKA,RaoulGMI,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,danheld,zhusu,pmarca,PeterMcCormack,jerallaire,brucefenton,nlw,jgarzik,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,Scaramucci,jerrybrito,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,bhorowitz,DTAPCAP,jillrgunter,TheStalwart,jessewldn",2
jackmallers,"2360241314	",56,"APompliano,novogratz,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu","LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,gladstein,natbrunell,Scaramucci","morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","cburniske,kyletorpey,msantoriESQ,AaronvanW,TheStalwart","APompliano,novogratz,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,gladstein,natbrunell,Scaramucci,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,cburniske,kyletorpey,msantoriESQ,AaronvanW,TheStalwart",2
gladstein,"19721574	",61,"APompliano,novogratz,tyler,balajis,jack,saylor,jespow,cameron,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,punk6529,jackmallers,jchervinsky,natbrunell,Scaramucci","ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill","kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart","APompliano,novogratz,tyler,balajis,jack,saylor,jespow,cameron,NeerajKA,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,scottmelker,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,punk6529,jackmallers,jchervinsky,natbrunell,Scaramucci,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart",2
